,nombre,marca,precio,color,talla,categoria
865,vestido corto a cuadros monocromáticos con lazos bobbi de ghospell,Ghospell,124.0,mono,L,corto
866,vestido corto negro de jacquard salome de ghospell,Ghospell,118.0,black,XS,corto
867,vestido corto negro de jacquard salome de ghospell,Ghospell,118.0,black,S,corto
868,vestido corto negro de jacquard salome de ghospell,Ghospell,118.0,black,M,corto
869,vestido corto negro de jacquard salome de ghospell,Ghospell,118.0,black,M,corto
870,vestido corto negro de jacquard salome de ghospell,Ghospell,118.0,black,L,corto
871,vestido midi negro fruncido de ghospell,Ghospell,113.0,black,XS,midi
872,vestido midi negro fruncido de ghospell,Ghospell,113.0,black,S,midi
873,vestido midi negro fruncido de ghospell,Ghospell,113.0,black,M,midi
874,vestido midi negro fruncido de ghospell,Ghospell,113.0,black,M,midi
875,vestido midi negro fruncido de ghospell,Ghospell,113.0,black,L,midi
876,vestido corto azul marino con lazos en contraste de ghospell,Ghospell,127.0,navy,XS,corto
877,vestido corto azul marino con lazos en contraste de ghospell,Ghospell,127.0,navy,S,corto
878,vestido corto azul marino con lazos en contraste de ghospell,Ghospell,127.0,navy,M,corto
879,vestido corto azul marino con lazos en contraste de ghospell,Ghospell,127.0,navy,M,corto
880,vestido corto azul marino con lazos en contraste de ghospell,Ghospell,127.0,navy,L,corto
881,vestido corto negro fruncido extragrande de ghospell,Ghospell,136.0,black,XS,corto
882,vestido corto negro fruncido extragrande de ghospell,Ghospell,136.0,black,S,corto
883,vestido corto negro fruncido extragrande de ghospell,Ghospell,136.0,black,M,corto
884,vestido corto negro fruncido extragrande de ghospell,Ghospell,136.0,black,M,corto
885,vestido corto negro fruncido extragrande de ghospell,Ghospell,136.0,black,L,corto
886,vestido semilargo verde oliva con flecos de ghospell,Ghospell,150.0,olive,XS,largo
887,vestido semilargo verde oliva con flecos de ghospell,Ghospell,150.0,olive,S,largo
888,vestido semilargo verde oliva con flecos de ghospell,Ghospell,150.0,olive,M,largo
889,vestido semilargo verde oliva con flecos de ghospell,Ghospell,150.0,olive,M,largo
890,vestido semilargo verde oliva con flecos de ghospell,Ghospell,150.0,olive,L,largo
891,vestido corto negro con patrón de jacquard y lazos de ghospell,Ghospell,117.0,black,XS,corto
892,vestido corto negro con patrón de jacquard y lazos de ghospell,Ghospell,117.0,black,S,corto
893,vestido corto negro con patrón de jacquard y lazos de ghospell,Ghospell,117.0,black,M,corto
894,vestido corto negro con patrón de jacquard y lazos de ghospell,Ghospell,117.0,black,M,corto
895,vestido corto negro con patrón de jacquard y lazos de ghospell,Ghospell,117.0,black,L,corto
896,vestido corto negro con flecos de ghospell,Ghospell,127.0,black,XS,corto
897,vestido corto negro con flecos de ghospell,Ghospell,127.0,black,S,corto
898,vestido corto negro con flecos de ghospell,Ghospell,127.0,black,M,corto
899,vestido corto negro con flecos de ghospell,Ghospell,127.0,black,M,corto
900,vestido corto negro con flecos de ghospell,Ghospell,127.0,black,L,corto
